DW_CustomerID,Country,Year of birth,Continent,Gender,Age,Age_Group
26507,Canada,2006,America,F,18,0-18
26508,United Kingdom,1953,Europe,F,71,60+
26509,Italy,1978,Europe,F,46,41-60
26510,United States,1962,America,M,62,60+
26514,United Kingdom,1999,Europe,F,25,19-30
26515,United Kingdom,2000,Europe,M,24,19-30
26517,United States,2000,America,M,24,19-30
26518,United Kingdom,1968,Europe,F,56,41-60
26520,Canada,1965,America,M,59,41-60
26523,Netherlands,1963,Europe,F,61,60+
26525,Italy,1949,Europe,M,75,60+
26528,United Kingdom,1959,Europe,M,65,60+
26529,United States,1972,America,M,52,41-60
26530,United States,1998,America,F,26,19-30
26532,Switzerland,1972,Europe,M,52,41-60
26535,Sweden,2007,Europe,F,17,0-18
26536,United States,1981,America,M,43,41-60
26537,Finland,1973,Europe,F,51,41-60
26538,Canada,1961,America,M,63,60+
26542,Norway,1948,Europe,F,76,60+
26543,Canada,1994,America,M,30,19-30
26545,Finland,2004,Europe,F,20,19-30
26546,United Kingdom,1974,Europe,F,50,41-60
26547,Belgium,2005,Europe,F,19,19-30
26553,United Kingdom,1972,Europe,F,52,41-60
26554,United States,1972,America,M,52,41-60
26555,United Kingdom,1973,Europe,F,51,41-60
26558,Canada,2001,America,F,23,19-30
26560,Netherlands,1945,Europe,F,79,60+
26562,France,1995,Europe,F,29,19-30
26566,Sweden,2003,Europe,F,21,19-30
26567,Canada,1962,America,M,62,60+
26568,Netherlands,1945,Europe,F,79,60+
26570,United States,1946,America,F,78,60+
26571,Canada,1963,America,M,61,60+
26572,Spain,2006,Europe,F,18,0-18
26573,Canada,1974,America,M,50,41-60
26577,Sweden,1966,Europe,M,58,41-60
26579,Canada,1970,America,F,54,41-60
26581,United States,2008,America,F,16,0-18
26584,Finland,1969,Europe,M,55,41-60
26585,United States,1969,America,F,55,41-60
26587,Italy,1963,Europe,F,61,60+
26588,United Kingdom,1973,Europe,M,51,41-60
26591,United Kingdom,1999,Europe,F,25,19-30
26592,Finland,2001,Europe,M,23,19-30
26593,Finland,1959,Europe,F,65,60+
26597,Israel,1946,Europe,F,78,60+
26598,Denmark,1968,Europe,F,56,41-60
26600,United States,1951,America,F,73,60+
26601,Canada,1966,America,F,58,41-60
26602,Netherlands,1950,Europe,M,74,60+
26604,Spain,1958,Europe,M,66,60+
26605,Netherlands,1967,Europe,M,57,41-60
26607,Canada,1963,America,M,61,60+
26608,Netherlands,1950,Europe,M,74,60+
26612,Germany,1947,Europe,F,77,60+
26613,Spain,1950,Europe,F,74,60+
26614,United Kingdom,2008,Europe,F,16,0-18
26615,Canada,1985,America,M,39,31-40
26617,Norway,1961,Europe,F,63,60+
26618,United States,1974,America,F,50,41-60
26619,Switzerland,1999,Europe,M,25,19-30
26620,Germany,1969,Europe,F,55,41-60
26621,Canada,1996,America,F,28,19-30
26622,Belgium,1962,Europe,F,62,60+
26624,Canada,1967,America,M,57,41-60
26625,Spain,1993,Europe,F,31,31-40
26627,Canada,1967,America,F,57,41-60
26628,United Kingdom,1999,Europe,F,25,19-30
26629,United Kingdom,1952,Europe,F,72,60+
26630,Norway,1962,Europe,F,62,60+
26632,Canada,1945,America,F,79,60+
26633,Denmark,1969,Europe,F,55,41-60
26635,Belgium,1951,Europe,F,73,60+
26638,Sweden,1965,Europe,F,59,41-60
26639,United Kingdom,1963,Europe,F,61,60+
26640,United Kingdom,1989,Europe,F,35,31-40
26641,Netherlands,1945,Europe,F,79,60+
26642,Norway,1960,Europe,F,64,60+
26643,Switzerland,1986,Europe,M,38,31-40
26644,United States,1955,America,F,69,60+
26645,Canada,1962,America,F,62,60+
26648,United States,1946,America,M,78,60+
26650,Switzerland,2007,Europe,F,17,0-18
26651,Belgium,1964,Europe,M,60,41-60
26652,Canada,1980,America,F,44,41-60
26654,Finland,1951,Europe,F,73,60+
26655,United States,1998,America,M,26,19-30
26657,Denmark,2001,Europe,M,23,19-30
26658,United States,1957,America,F,67,60+
26659,Canada,1963,America,F,61,60+
26661,Belgium,2003,Europe,F,21,19-30
26663,Israel,1945,Europe,F,79,60+
26664,Switzerland,1972,Europe,M,52,41-60
26665,Israel,2006,Europe,F,18,0-18
26666,Israel,2008,Europe,F,16,0-18
26667,Canada,1970,America,M,54,41-60
26668,Canada,1994,America,M,30,19-30
26670,Norway,1986,Europe,F,38,31-40
26671,Netherlands,2000,Europe,F,24,19-30
26672,Finland,1960,Europe,F,64,60+
26674,Switzerland,1946,Europe,F,78,60+
26675,United States,1949,America,F,75,60+
26677,Canada,1950,America,M,74,60+
26682,United States,1958,America,F,66,60+
26683,United Kingdom,1983,Europe,F,41,41-60
26688,Switzerland,2006,Europe,F,18,0-18
26689,Finland,1964,Europe,M,60,41-60
26692,United States,1945,America,F,79,60+
26693,United States,1971,America,M,53,41-60
26694,France,1978,Europe,M,46,41-60
26696,United Kingdom,1947,Europe,F,77,60+
26698,United States,1974,America,F,50,41-60
26699,Germany,1965,Europe,F,59,41-60
26702,Italy,1965,Europe,F,59,41-60
26703,United States,2002,America,F,22,19-30
26704,United Kingdom,1946,Europe,M,78,60+
26706,Norway,1992,Europe,M,32,31-40
26707,United Kingdom,2000,Europe,M,24,19-30
26709,Norway,1967,Europe,M,57,41-60
26710,United States,1943,America,F,81,60+
26712,Norway,1958,Europe,M,66,60+
26713,United Kingdom,1970,Europe,F,54,41-60
26714,United Kingdom,1984,Europe,M,40,31-40
26716,Finland,1963,Europe,M,61,60+
26717,United Kingdom,1954,Europe,F,70,60+
26718,Finland,1947,Europe,F,77,60+
26719,United States,2000,America,M,24,19-30
26720,Canada,1963,America,F,61,60+
26721,Sweden,1950,Europe,M,74,60+
26723,United States,1958,America,F,66,60+
26726,Canada,1952,America,M,72,60+
26728,Sweden,1998,Europe,F,26,19-30
26729,Switzerland,1945,Europe,F,79,60+
26730,Canada,1962,America,F,62,60+
26732,Sweden,1976,Europe,F,48,41-60
26734,Canada,1963,America,F,61,60+
26735,Canada,1998,America,M,26,19-30
26736,Canada,1947,America,F,77,60+
26738,United States,1949,America,M,75,60+
26739,Canada,1958,America,F,66,60+
26742,United States,1942,America,F,82,60+
26743,Germany,1990,Europe,F,34,31-40
26744,United Kingdom,1953,Europe,F,71,60+
26745,Belgium,1997,Europe,F,27,19-30
26749,United Kingdom,1949,Europe,F,75,60+
26750,United Kingdom,1946,Europe,F,78,60+
26753,United States,1965,America,F,59,41-60
26755,United States,1953,America,M,71,60+
26756,Canada,1962,America,F,62,60+
26757,United Kingdom,1962,Europe,M,62,60+
26758,Switzerland,1956,Europe,M,68,60+
26759,United Kingdom,1972,Europe,F,52,41-60
26767,United States,1961,America,F,63,60+
26768,Finland,1970,Europe,F,54,41-60
26771,United States,1970,America,F,54,41-60
26772,Canada,1960,America,M,64,60+
26773,Canada,1947,America,F,77,60+
26774,United Kingdom,2007,Europe,F,17,0-18
26775,Canada,1962,America,F,62,60+
26777,Belgium,1976,Europe,F,48,41-60
26778,Netherlands,1980,Europe,F,44,41-60
26779,United Kingdom,1943,Europe,F,81,60+
26780,United States,2000,America,F,24,19-30
26781,Netherlands,1959,Europe,F,65,60+
26782,United Kingdom,1972,Europe,M,52,41-60
26784,Finland,1994,Europe,F,30,19-30
26787,United Kingdom,1951,Europe,M,73,60+
26788,Finland,1968,Europe,F,56,41-60
26789,Finland,1966,Europe,M,58,41-60
26793,United Kingdom,1966,Europe,M,58,41-60
26795,Canada,1974,America,F,50,41-60
26796,United Kingdom,1975,Europe,F,49,41-60
26799,United States,1986,America,M,38,31-40
26800,United States,1951,America,M,73,60+
26805,Denmark,1956,Europe,M,68,60+
26807,Canada,1947,America,M,77,60+
26808,Sweden,1946,Europe,M,78,60+
26810,United States,2003,America,M,21,19-30
26812,Sweden,1947,Europe,F,77,60+
26814,Canada,1995,America,F,29,19-30
26815,United Kingdom,1953,Europe,F,71,60+
26816,Italy,1962,Europe,F,62,60+
26821,Canada,1999,America,F,25,19-30
26822,Canada,1952,America,F,72,60+
26824,Israel,1947,Europe,F,77,60+
26825,Switzerland,1947,Europe,M,77,60+
26826,Italy,1953,Europe,F,71,60+
26831,Germany,1964,Europe,F,60,41-60
26832,Canada,1947,America,F,77,60+
26838,Belgium,1974,Europe,M,50,41-60
26841,France,1963,Europe,M,61,60+
26842,United Kingdom,1968,Europe,M,56,41-60
26844,United States,1970,America,M,54,41-60
26845,Canada,1971,America,F,53,41-60
26847,Israel,1965,Europe,F,59,41-60
26848,Spain,2009,Europe,M,15,0-18
26849,United Kingdom,1958,Europe,F,66,60+
26852,Canada,1997,America,M,27,19-30
26853,Switzerland,1998,Europe,F,26,19-30
26855,Switzerland,1970,Europe,F,54,41-60
26858,Canada,1948,America,M,76,60+
26859,United States,2000,America,F,24,19-30
26860,United States,1991,America,F,33,31-40
26861,Netherlands,1966,Europe,F,58,41-60
26862,France,1983,Europe,F,41,41-60
26863,United Kingdom,1956,Europe,M,68,60+
26865,United Kingdom,1998,Europe,F,26,19-30
26867,Belgium,1973,Europe,F,51,41-60
26869,Israel,1941,Europe,F,83,60+
26870,United Kingdom,1958,Europe,M,66,60+
26872,Canada,1966,America,F,58,41-60
26876,Canada,1967,America,M,57,41-60
26877,Canada,1956,America,M,68,60+
26878,Finland,1991,Europe,M,33,31-40
26879,Finland,1945,Europe,M,79,60+
26880,United Kingdom,1958,Europe,F,66,60+
26881,Netherlands,1958,Europe,M,66,60+
26883,Canada,2005,America,M,19,19-30
26884,Sweden,1974,Europe,F,50,41-60
26888,United Kingdom,1951,Europe,F,73,60+
26890,United Kingdom,1998,Europe,F,26,19-30
26891,Canada,2009,America,F,15,0-18
26893,Canada,2001,America,M,23,19-30
26896,United Kingdom,2007,Europe,F,17,0-18
26898,United Kingdom,1964,Europe,F,60,41-60
26899,Israel,1984,Europe,F,40,31-40
26900,Finland,1948,Europe,M,76,60+
26904,Israel,1970,Europe,F,54,41-60
26905,United States,1948,America,F,76,60+
26906,Canada,1961,America,F,63,60+
26907,Switzerland,1950,Europe,F,74,60+
26908,Denmark,1998,Europe,F,26,19-30
26910,Switzerland,1980,Europe,F,44,41-60
26912,Spain,2007,Europe,M,17,0-18
26918,United States,1963,America,F,61,60+
26920,United Kingdom,1960,Europe,M,64,60+
26923,United States,1950,America,M,74,60+
26924,United Kingdom,1950,Europe,M,74,60+
26925,Belgium,1965,Europe,M,59,41-60
26927,United States,1965,America,F,59,41-60
26930,United States,1949,America,F,75,60+
26931,United States,1948,America,F,76,60+
26932,Spain,1945,Europe,F,79,60+
26933,Norway,2005,Europe,F,19,19-30
26934,Denmark,2000,Europe,F,24,19-30
26938,United Kingdom,1961,Europe,F,63,60+
26939,Finland,1998,Europe,M,26,19-30
26940,Canada,1968,America,F,56,41-60
26942,United States,1952,America,F,72,60+
26943,United Kingdom,1984,Europe,F,40,31-40
26945,France,1948,Europe,F,76,60+
26949,Finland,1965,Europe,F,59,41-60
26950,Netherlands,2004,Europe,M,20,19-30
26951,United Kingdom,1957,Europe,F,67,60+
26952,Canada,1963,America,F,61,60+
26955,Canada,2004,America,M,20,19-30
26958,Norway,1946,Europe,M,78,60+
26960,Canada,1999,America,F,25,19-30
26962,Canada,2006,America,M,18,0-18
26963,United States,1961,America,F,63,60+
26964,Netherlands,1962,Europe,F,62,60+
26966,Belgium,1974,Europe,F,50,41-60
26968,United States,2000,America,M,24,19-30
26970,United States,1958,America,F,66,60+
26972,United Kingdom,1983,Europe,M,41,41-60
26973,United States,1987,America,F,37,31-40
26974,Italy,1951,Europe,F,73,60+
26975,Canada,1972,America,F,52,41-60
26978,Finland,1950,Europe,F,74,60+
26979,Israel,1955,Europe,M,69,60+
26980,Canada,1946,America,M,78,60+
26983,Denmark,1951,Europe,M,73,60+
26984,Canada,2001,America,M,23,19-30
26985,Canada,1959,America,F,65,60+
26989,France,2001,Europe,F,23,19-30
26990,United States,1943,America,F,81,60+
26991,Italy,2000,Europe,F,24,19-30
26993,Germany,1977,Europe,F,47,41-60
26995,United States,1972,America,F,52,41-60
26999,United States,1966,America,F,58,41-60
27000,Israel,1948,Europe,F,76,60+
27003,United States,1998,America,F,26,19-30
27004,United Kingdom,1973,Europe,M,51,41-60
27005,Norway,1971,Europe,F,53,41-60
27008,United States,2006,America,M,18,0-18
27009,Netherlands,1968,Europe,M,56,41-60
27010,Canada,1942,America,F,82,60+
27012,Belgium,1968,Europe,M,56,41-60
27014,United Kingdom,1950,Europe,F,74,60+
27016,Spain,1967,Europe,F,57,41-60
27021,United Kingdom,1964,Europe,F,60,41-60
27022,France,1945,Europe,F,79,60+
27023,Israel,1969,Europe,F,55,41-60
27024,United Kingdom,1963,Europe,M,61,60+
27025,United States,1949,America,F,75,60+
27027,Canada,1972,America,M,52,41-60
27028,Netherlands,1967,Europe,F,57,41-60
27029,Sweden,1997,Europe,F,27,19-30
27030,Finland,1966,Europe,F,58,41-60
27031,Canada,1990,America,M,34,31-40
27032,Canada,1975,America,M,49,41-60
27033,United States,1954,America,F,70,60+
27034,United Kingdom,1960,Europe,F,64,60+
27036,Finland,1998,Europe,F,26,19-30
27038,Spain,2001,Europe,F,23,19-30
27039,Netherlands,1962,Europe,M,62,60+
27041,Belgium,1974,Europe,F,50,41-60
27042,Canada,1964,America,F,60,41-60
27044,Canada,1966,America,F,58,41-60
27045,United Kingdom,1968,Europe,F,56,41-60
27046,Canada,2007,America,F,17,0-18
27048,Canada,1966,America,F,58,41-60
27049,United States,1969,America,F,55,41-60
27050,Italy,1973,Europe,M,51,41-60
27052,Switzerland,1989,Europe,F,35,31-40
27053,Spain,1966,Europe,F,58,41-60
27059,United States,1960,America,F,64,60+
27060,Sweden,1949,Europe,M,75,60+
27062,Netherlands,2005,Europe,F,19,19-30
27066,United States,1949,America,F,75,60+
27067,United Kingdom,2007,Europe,F,17,0-18
27068,Denmark,1963,Europe,M,61,60+
27070,United Kingdom,1950,Europe,M,74,60+
27071,Canada,1958,America,F,66,60+
27072,United States,1975,America,M,49,41-60
27074,Israel,2001,Europe,M,23,19-30
27075,Israel,1948,Europe,F,76,60+
27076,Finland,1996,Europe,F,28,19-30
27083,Belgium,1945,Europe,F,79,60+
27085,United Kingdom,1962,Europe,F,62,60+
27091,Canada,1963,America,F,61,60+
27093,United States,1968,America,M,56,41-60
27094,Sweden,1997,Europe,F,27,19-30
27095,Canada,1966,America,F,58,41-60
27099,United States,1971,America,F,53,41-60
27101,United States,1947,America,F,77,60+
27103,Germany,1982,Europe,F,42,41-60
27104,Norway,1967,Europe,F,57,41-60
27105,United Kingdom,1947,Europe,F,77,60+
27106,Israel,1959,Europe,F,65,60+
27107,Denmark,1969,Europe,F,55,41-60
27108,United States,1969,America,M,55,41-60
27109,Canada,1946,America,F,78,60+
27111,United Kingdom,1969,Europe,M,55,41-60
27112,Norway,1946,Europe,F,78,60+
27113,United Kingdom,1945,Europe,M,79,60+
27114,Belgium,2001,Europe,M,23,19-30
27116,France,1973,Europe,F,51,41-60
27117,France,1986,Europe,M,38,31-40
27119,Canada,1951,America,M,73,60+
27120,Norway,1982,Europe,F,42,41-60
27121,United Kingdom,1962,Europe,F,62,60+
27124,Canada,1990,America,F,34,31-40
27125,United States,1968,America,F,56,41-60
27126,United Kingdom,1946,Europe,F,78,60+
27127,Italy,1946,Europe,M,78,60+
27128,United States,2000,America,M,24,19-30
27130,Finland,1971,Europe,M,53,41-60
27131,Canada,2005,America,M,19,19-30
27134,United States,1963,America,M,61,60+
27140,United Kingdom,2002,Europe,M,22,19-30
27141,United States,1987,America,F,37,31-40
27142,France,1967,Europe,M,57,41-60
27143,Denmark,2003,Europe,M,21,19-30
27144,United States,1948,America,M,76,60+
27145,France,1986,Europe,M,38,31-40
27146,Denmark,2008,Europe,F,16,0-18
27147,Canada,1960,America,F,64,60+
27152,Canada,1964,America,F,60,41-60
27154,United Kingdom,2001,Europe,F,23,19-30
27155,United States,2001,America,F,23,19-30
27156,France,1972,Europe,M,52,41-60
27157,Finland,1967,Europe,M,57,41-60
27161,United States,1961,America,M,63,60+
27163,Israel,1974,Europe,M,50,41-60
27166,Norway,1998,Europe,F,26,19-30
27167,Israel,1944,Europe,M,80,60+
27168,Sweden,2005,Europe,M,19,19-30
27170,Finland,1985,Europe,M,39,31-40
27172,Switzerland,1958,Europe,M,66,60+
27174,United States,1974,America,F,50,41-60
27175,Canada,1965,America,F,59,41-60
27178,United Kingdom,1965,Europe,M,59,41-60
27179,United Kingdom,2005,Europe,F,19,19-30
27181,Spain,1951,Europe,M,73,60+
27182,Norway,1961,Europe,M,63,60+
27186,United States,1994,America,F,30,19-30
27187,United States,1949,America,F,75,60+
27191,United States,1971,America,F,53,41-60
27194,Israel,2006,Europe,F,18,0-18
27195,United Kingdom,1985,Europe,M,39,31-40
27196,Italy,1983,Europe,M,41,41-60
27198,Canada,1948,America,M,76,60+
27199,United Kingdom,1974,Europe,M,50,41-60
27200,Finland,1943,Europe,M,81,60+
27203,Norway,1974,Europe,M,50,41-60
27204,Canada,1983,America,M,41,41-60
27205,United Kingdom,1966,Europe,M,58,41-60
27206,United Kingdom,1947,Europe,F,77,60+
27210,United States,1982,America,F,42,41-60
27212,United States,1971,America,F,53,41-60
27213,Italy,1996,Europe,M,28,19-30
27215,Netherlands,1966,Europe,F,58,41-60
27216,Canada,1945,America,M,79,60+
27219,United States,1999,America,F,25,19-30
27221,Israel,1951,Europe,M,73,60+
27223,Canada,1965,America,F,59,41-60
27226,Sweden,1942,Europe,F,82,60+
27227,United Kingdom,1948,Europe,F,76,60+
27228,Germany,1945,Europe,F,79,60+
27229,United Kingdom,1966,Europe,F,58,41-60
27230,United States,2007,America,M,17,0-18
27231,Switzerland,2000,Europe,F,24,19-30
27232,United States,2004,America,M,20,19-30
27234,Finland,1998,Europe,F,26,19-30
27235,United Kingdom,1946,Europe,F,78,60+
27236,Canada,1998,America,F,26,19-30
27238,Norway,2005,Europe,F,19,19-30
27239,United Kingdom,1945,Europe,F,79,60+
27240,Canada,1964,America,M,60,41-60
27243,Belgium,1947,Europe,M,77,60+
27244,United States,2002,America,F,22,19-30
27245,Canada,1998,America,F,26,19-30
27246,Belgium,1946,Europe,M,78,60+
27248,France,1946,Europe,F,78,60+
27249,United States,1949,America,F,75,60+
27251,Canada,1989,America,F,35,31-40
27253,Italy,1958,Europe,F,66,60+
27254,Canada,1950,America,M,74,60+
27255,Spain,2001,Europe,M,23,19-30
27257,France,1941,Europe,F,83,60+
27258,United Kingdom,1965,Europe,F,59,41-60
27259,Norway,2002,Europe,F,22,19-30
27261,Israel,2006,Europe,M,18,0-18
27262,United States,1971,America,F,53,41-60
27265,Canada,2007,America,F,17,0-18
27266,United Kingdom,1945,Europe,M,79,60+
27267,Canada,1996,America,F,28,19-30
27268,Netherlands,1980,Europe,M,44,41-60
27269,Canada,1970,America,F,54,41-60
27270,United Kingdom,1983,Europe,F,41,41-60
27271,Italy,1999,Europe,F,25,19-30
27272,Denmark,1969,Europe,M,55,41-60
27275,Spain,1949,Europe,F,75,60+
27276,Switzerland,2003,Europe,F,21,19-30
27277,Finland,1968,Europe,M,56,41-60
27278,United States,1963,America,M,61,60+
27279,United States,1968,America,M,56,41-60
27281,Sweden,1949,Europe,M,75,60+
27283,Germany,1959,Europe,F,65,60+
27284,United Kingdom,1945,Europe,M,79,60+
27285,Switzerland,1947,Europe,F,77,60+
27286,Canada,1947,America,F,77,60+
27287,Belgium,1974,Europe,F,50,41-60
27288,Finland,1972,Europe,M,52,41-60
27289,Canada,1948,America,F,76,60+
27290,United States,1963,America,F,61,60+
27292,Israel,2007,Europe,F,17,0-18
27293,United States,2007,America,M,17,0-18
27295,Belgium,1967,Europe,M,57,41-60
27299,United States,1958,America,F,66,60+
27303,Sweden,1959,Europe,M,65,60+
27304,United States,1955,America,F,69,60+
27306,Sweden,1958,Europe,M,66,60+
27307,Sweden,1999,Europe,F,25,19-30
27309,Canada,1999,America,F,25,19-30
27310,Belgium,2000,Europe,F,24,19-30
27312,Israel,2007,Europe,F,17,0-18
27313,Italy,2007,Europe,F,17,0-18
27314,Sweden,1964,Europe,F,60,41-60
27318,France,1960,Europe,M,64,60+
27319,United Kingdom,1990,Europe,M,34,31-40
27320,Canada,1973,America,M,51,41-60
27322,France,1999,Europe,F,25,19-30
27324,Sweden,1971,Europe,M,53,41-60
27327,Germany,1997,Europe,F,27,19-30
27328,Germany,1959,Europe,M,65,60+
27329,Germany,1977,Europe,F,47,41-60
27330,Finland,1985,Europe,M,39,31-40
27332,Norway,1948,Europe,F,76,60+
27333,Germany,1971,Europe,F,53,41-60
27337,United Kingdom,1950,Europe,M,74,60+
27338,Sweden,1950,Europe,M,74,60+
27340,Norway,1958,Europe,M,66,60+
27343,United States,1966,America,F,58,41-60
27346,Sweden,1948,Europe,F,76,60+
27348,United States,1969,America,F,55,41-60
27350,France,1982,Europe,F,42,41-60
27351,Israel,1945,Europe,M,79,60+
27352,United States,1968,America,M,56,41-60
27354,Denmark,1954,Europe,F,70,60+
27355,Canada,2002,America,F,22,19-30
27357,Switzerland,2007,Europe,F,17,0-18
27358,Canada,1971,America,F,53,41-60
27359,Canada,1946,America,F,78,60+
27361,Germany,1949,Europe,M,75,60+
27363,Finland,1960,Europe,F,64,60+
27365,France,1992,Europe,F,32,31-40
27366,United States,1986,America,F,38,31-40
27367,Canada,1968,America,M,56,41-60
27369,Switzerland,2004,Europe,M,20,19-30
27370,United States,1967,America,F,57,41-60
27372,Netherlands,1974,Europe,M,50,41-60
27373,United States,2002,America,F,22,19-30
27376,Belgium,1974,Europe,M,50,41-60
27377,Belgium,1945,Europe,F,79,60+
27380,Canada,1950,America,F,74,60+
27381,Canada,1978,America,F,46,41-60
27382,Canada,1950,America,F,74,60+
27385,Canada,1942,America,M,82,60+
27386,Canada,1944,America,M,80,60+
27387,Denmark,1968,Europe,F,56,41-60
27388,France,1947,Europe,F,77,60+
27390,Belgium,2007,Europe,F,17,0-18
27392,Germany,1973,Europe,M,51,41-60
27394,Switzerland,1958,Europe,M,66,60+
27395,Belgium,1972,Europe,F,52,41-60
27396,Finland,1999,Europe,M,25,19-30
27398,Canada,1948,America,M,76,60+
27399,Finland,2006,Europe,F,18,0-18
27400,United States,1966,America,F,58,41-60
27401,Germany,1946,Europe,F,78,60+
27404,United States,1980,America,F,44,41-60
27405,Canada,1945,America,F,79,60+
27407,United States,1975,America,M,49,41-60
27408,United States,1959,America,F,65,60+
27411,Italy,1951,Europe,M,73,60+
27412,United States,1959,America,F,65,60+
27413,United States,1966,America,M,58,41-60
27414,Denmark,1965,Europe,F,59,41-60
27415,Canada,1990,America,F,34,31-40
27417,Canada,2006,America,F,18,0-18
27420,Canada,2001,America,F,23,19-30
27421,Canada,1945,America,M,79,60+
27422,Canada,1983,America,F,41,41-60
27423,United Kingdom,2002,Europe,M,22,19-30
27426,Italy,1957,Europe,F,67,60+
27429,Canada,1960,America,F,64,60+
27431,Switzerland,2007,Europe,F,17,0-18
27432,Denmark,1962,Europe,F,62,60+
27435,United Kingdom,1960,Europe,M,64,60+
27436,Finland,2000,Europe,F,24,19-30
27437,Finland,1994,Europe,M,30,19-30
27438,United States,1967,America,F,57,41-60
27439,United Kingdom,1947,Europe,M,77,60+
27440,Belgium,1955,Europe,F,69,60+
27441,United States,1951,America,F,73,60+
27442,Israel,2001,Europe,M,23,19-30
27443,Israel,1972,Europe,F,52,41-60
27445,United Kingdom,2002,Europe,M,22,19-30
27447,United States,1951,America,F,73,60+
27448,United Kingdom,1968,Europe,M,56,41-60
27449,Canada,1977,America,F,47,41-60
27450,United Kingdom,1951,Europe,F,73,60+
27452,Belgium,1949,Europe,F,75,60+
27453,Canada,1988,America,F,36,31-40
27455,Canada,1993,America,F,31,31-40
27457,Canada,1943,America,F,81,60+
27459,United States,1976,America,M,48,41-60
27460,Canada,1949,America,M,75,60+
27461,Sweden,1947,Europe,F,77,60+
27462,Norway,1973,Europe,F,51,41-60
27464,United States,1950,America,M,74,60+
27465,Belgium,1973,Europe,F,51,41-60
27467,Finland,1945,Europe,M,79,60+
27468,Finland,1958,Europe,M,66,60+
27470,France,1970,Europe,F,54,41-60
27471,United States,1950,America,F,74,60+
27474,United Kingdom,1980,Europe,F,44,41-60
27475,United Kingdom,1955,Europe,F,69,60+
27478,United Kingdom,1945,Europe,M,79,60+
27480,Italy,1982,Europe,M,42,41-60
27482,Norway,1974,Europe,M,50,41-60
27484,United Kingdom,1970,Europe,F,54,41-60
27485,Spain,1948,Europe,F,76,60+
27487,United Kingdom,1950,Europe,F,74,60+
27489,United Kingdom,1946,Europe,M,78,60+
27492,Canada,1972,America,F,52,41-60
27493,Sweden,1959,Europe,M,65,60+
27494,Belgium,1962,Europe,F,62,60+
27496,Finland,1999,Europe,F,25,19-30
27497,United States,1969,America,M,55,41-60
27498,Switzerland,1987,Europe,F,37,31-40
27499,United States,1957,America,M,67,60+
27500,Canada,1947,America,F,77,60+
27505,United States,2000,America,M,24,19-30
27506,United States,1963,America,F,61,60+
27508,Canada,1965,America,F,59,41-60
27510,Canada,1998,America,F,26,19-30
27511,Israel,2006,Europe,M,18,0-18
27512,Netherlands,1990,Europe,F,34,31-40
27513,Belgium,2000,Europe,M,24,19-30
27514,United Kingdom,1958,Europe,F,66,60+
27515,Germany,1970,Europe,F,54,41-60
27516,Denmark,1946,Europe,F,78,60+
27517,Israel,1971,Europe,M,53,41-60
27518,Canada,1968,America,M,56,41-60
27519,Canada,1964,America,F,60,41-60
27520,Canada,1989,America,M,35,31-40
27521,United Kingdom,1945,Europe,F,79,60+
27522,United States,1959,America,F,65,60+
27523,United Kingdom,1998,Europe,F,26,19-30
27524,United Kingdom,1955,Europe,F,69,60+
27525,Canada,1987,America,F,37,31-40
27526,United Kingdom,1981,Europe,F,43,41-60
27527,Belgium,1968,Europe,F,56,41-60
27529,United States,1947,America,M,77,60+
27530,Germany,1954,Europe,M,70,60+
27531,United Kingdom,1975,Europe,F,49,41-60
27532,Israel,1965,Europe,F,59,41-60
27533,Canada,1961,America,F,63,60+
27534,United Kingdom,1993,Europe,F,31,31-40
27537,United Kingdom,1948,Europe,M,76,60+
27540,Norway,2005,Europe,F,19,19-30
27543,Belgium,1978,Europe,F,46,41-60
27544,Finland,1947,Europe,M,77,60+
27547,Canada,1960,America,M,64,60+
27548,Canada,1945,America,M,79,60+
27549,Belgium,1996,Europe,F,28,19-30
27551,Canada,1980,America,M,44,41-60
27552,Israel,1962,Europe,F,62,60+
27553,Canada,1949,America,F,75,60+
27554,Italy,2002,Europe,M,22,19-30
27555,Italy,2007,Europe,M,17,0-18
27557,Sweden,1965,Europe,F,59,41-60
27558,United Kingdom,1969,Europe,M,55,41-60
27560,Canada,1942,America,F,82,60+
27561,Netherlands,1975,Europe,F,49,41-60
27562,United Kingdom,1974,Europe,F,50,41-60
27563,Sweden,1964,Europe,M,60,41-60
27564,United States,1968,America,F,56,41-60
27565,Canada,1975,America,F,49,41-60
27569,France,1960,Europe,M,64,60+
27570,Belgium,1973,Europe,F,51,41-60
27571,United States,1969,America,F,55,41-60
27572,United States,1997,America,M,27,19-30
27574,United Kingdom,1988,Europe,F,36,31-40
27576,Canada,1966,America,F,58,41-60
27577,United States,2002,America,F,22,19-30
27582,United Kingdom,1974,Europe,F,50,41-60
27584,Spain,1968,Europe,F,56,41-60
27585,France,1971,Europe,F,53,41-60
27587,Norway,1950,Europe,F,74,60+
27588,Germany,1964,Europe,M,60,41-60
27590,Canada,1947,America,F,77,60+
27592,United States,1945,America,M,79,60+
27594,Denmark,1967,Europe,F,57,41-60
27596,United States,1971,America,M,53,41-60
27597,Finland,1970,Europe,F,54,41-60
27599,United Kingdom,1948,Europe,F,76,60+
27601,Canada,1967,America,M,57,41-60
27605,United States,1947,America,F,77,60+
