DW_OrderID,Sale Date,Quantity, Amount , Total_Discount ,DW_CustomerID
107244-29234,19/10/2022,1, $8.99 , $-   ,11678
107244-29235,25/10/2022,1, $8.99 , $-   ,11306
107244-29236,12/01/2021,1, $8.99 , $-   ,47857
107244-29237,25/03/2021,1, $8.99 , $-   ,49511
107244-29238,09/04/2023,1, $8.99 , $-   ,45747
107244-29239,05/08/2023,1, $8.99 , $-   ,48838
107244-29240,15/04/2022,1, $22.99 , $-   ,42003
107244-29241,29/04/2022,1, $8.99 , $-   ,23403
107244-29242,05/03/2023,1, $22.99 , $-   ,35142
107244-29243,24/02/2023,1, $22.99 , $-   ,17170
107244-29244,03/03/2023,1, $8.99 , $-   ,3894
107244-29245,15/03/2021,1, $8.99 , $-   ,1428
107244-29246,19/11/2022,1, $22.99 , $-   ,37175
107244-29247,09/12/2021,1, $8.99 , $-   ,37844
107244-29248,02/09/2023,1, $8.99 , $-   ,15383
107244-29249,21/05/2022,1, $22.99 , $-   ,40207
107244-29250,26/07/2021,1, $8.99 , $-   ,50147
107244-29251,27/01/2021,1, $8.99 , $-   ,45424
107244-29252,09/08/2022,1, $22.99 , $-   ,35536
107244-29253,01/02/2022,1, $8.99 , $-   ,1150
107244-29254,01/05/2023,1, $8.99 , $-   ,47229
107244-29255,31/07/2023,1, $8.99 , $-   ,11535
107244-29256,25/11/2022,1, $8.99 , $-   ,52739
107244-29257,22/06/2023,1, $8.99 , $-   ,37463
107244-29258,30/10/2021,1, $8.99 , $-   ,46772
107244-29259,18/03/2021,2, $17.98 , $-   ,52527
107244-29260,17/04/2021,1, $22.99 , $-   ,50321
107244-29261,15/04/2023,1, $8.99 , $-   ,28388
107244-29262,10/03/2023,1, $8.99 , $-   ,12708
107244-29263,03/03/2023,2, $45.98 , $-   ,11938
107244-29264,17/08/2022,1, $8.99 , $-   ,45497
107244-29265,02/02/2022,1, $22.99 , $-   ,20575
107244-29266,14/12/2022,1, $8.99 , $-   ,50275
107244-29267,10/04/2023,1, $8.99 , $-   ,31702
107244-29268,18/03/2023,1, $8.99 , $-   ,43581
107244-29269,01/05/2022,1, $8.99 , $-   ,14037
107244-29270,14/06/2022,1, $15.99 , $-   ,11814
107244-29271,31/08/2022,1, $9.50 , $-   ,26744
107244-29272,21/07/2021,1, $9.50 , $-   ,15583
107244-29273,30/04/2023,1, $9.50 , $-   ,32591
107244-29274,31/10/2021,1, $9.50 , $-   ,41908
107244-29275,28/10/2021,1, $9.50 , $-   ,47719
107244-29276,02/02/2023,1, $9.50 , $-   ,32050
107244-29277,11/04/2022,1, $9.50 , $-   ,21411
107244-29278,19/12/2021,1, $9.50 , $-   ,7628
107244-29279,27/05/2022,1, $9.50 , $-   ,39515
107244-29280,09/04/2021,1, $9.50 , $-   ,39471
107244-29281,13/08/2021,2, $19.00 , $-   ,52545
107244-29282,15/06/2022,1, $9.50 , $-   ,17907
107244-29283,05/03/2022,1, $9.50 , $-   ,3373
107244-29284,17/01/2021,1, $9.50 , $-   ,49612
107244-29285,30/01/2023,1, $9.50 , $-   ,50439
107244-29286,13/09/2021,1, $9.50 , $-   ,20166
107244-29287,20/12/2021,1, $9.50 , $-   ,11259
107244-29288,08/05/2023,1, $9.50 , $-   ,19061
107244-29289,09/09/2022,1, $9.50 , $-   ,11200
107244-29290,29/12/2023,1, $9.50 , $-   ,5790
107244-29291,15/11/2023,1, $9.50 , $-   ,41836
107244-29292,10/07/2023,1, $9.50 , $-   ,40333
107244-29293,16/10/2022,1, $9.50 , $-   ,554
107244-29294,26/01/2022,1, $9.50 , $-   ,48115
107244-29295,11/11/2022,1, $9.50 , $-   ,50651
107244-29296,06/03/2022,1, $9.50 , $-   ,49762
107244-29297,28/03/2023,1, $9.50 , $-   ,25089
107244-29298,29/07/2021,1, $21.50 , $-   ,3139
107244-29299,19/02/2022,1, $18.71 , $2.80 ,17408
107244-29300,10/03/2022,1, $21.50 , $-   ,31144
107244-29301,22/02/2021,1, $8.99 , $-   ,7744
107244-29302,18/01/2022,1, $21.50 , $-   ,5573
107244-29303,11/08/2023,1, $21.50 , $-   ,657
107244-29304,15/11/2021,1, $21.50 , $-   ,1391
107244-29305,17/04/2023,1, $21.50 , $-   ,37911
107244-29306,02/04/2022,1, $8.99 , $-   ,22583
107244-29307,01/04/2023,1, $8.99 , $-   ,26419
107244-29308,16/03/2023,1, $8.99 , $-   ,46288
107244-29310,15/10/2023,1, $12.50 , $-   ,22704
107244-29311,09/12/2021,1, $12.50 , $-   ,36877
107244-29312,06/04/2023,1, $12.50 , $-   ,42192
107244-29313,08/11/2023,1, $21.50 , $-   ,17829
107244-29314,16/12/2022,2, $17.98 , $-   ,45205
107244-29315,24/06/2023,1, $8.99 , $-   ,12319
107244-29316,21/05/2023,1, $8.99 , $-   ,42341
107244-29317,06/02/2022,1, $8.99 , $-   ,5912
107244-29318,31/05/2023,1, $12.50 , $-   ,21426
107244-29319,08/06/2023,1, $21.50 , $-   ,50650
107244-29320,02/09/2023,1, $8.99 , $-   ,655
107244-29321,10/12/2022,2, $17.98 , $-   ,48173
107244-29322,24/10/2022,1, $8.99 , $-   ,39950
107244-29323,01/09/2022,1, $21.50 , $-   ,15101
107244-29325,16/01/2022,1, $8.99 , $-   ,188
107244-29326,02/09/2022,1, $8.99 , $-   ,35584
107244-29328,15/09/2023,1, $8.99 , $-   ,6496
107244-29329,31/08/2021,1, $8.99 , $-   ,52667
107244-29330,16/05/2023,1, $8.99 , $-   ,48732
107244-29331,17/06/2021,1, $8.99 , $-   ,13298
107244-29332,03/08/2023,2, $17.98 , $-   ,850
107244-29333,13/05/2022,1, $21.50 , $-   ,32309
107244-29334,25/11/2021,1, $21.50 , $-   ,5413
107244-29335,26/12/2022,2, $43.00 , $-   ,19613
107244-29336,25/09/2021,1, $21.50 , $-   ,42261
107244-29337,01/01/2021,1, $8.99 , $-   ,16779
107244-29338,10/08/2023,2, $43.00 , $-   ,28633
107244-29339,19/01/2021,1, $12.50 , $-   ,26273
107244-29340,13/01/2022,1, $8.99 , $-   ,20749
107244-29341,16/08/2023,1, $8.99 , $-   ,50470
107244-29342,13/09/2023,1, $8.99 , $-   ,49327
107244-29343,10/06/2022,1, $20.43 , $1.08 ,53227
107244-29344,04/06/2022,1, $8.99 , $-   ,23960
107244-29346,18/01/2021,1, $8.99 , $-   ,42214
107244-29347,08/04/2023,1, $8.99 , $-   ,36710
107244-29349,17/09/2023,1, $12.50 , $-   ,11318
107244-29350,28/03/2022,1, $12.50 , $-   ,26337
107244-29351,26/04/2023,1, $8.99 , $-   ,9945
107244-29352,21/11/2021,1, $21.50 , $-   ,17066
107244-29353,04/09/2022,1, $8.99 , $-   ,50309
107244-29354,14/10/2021,1, $21.50 , $-   ,48177
107244-29355,13/10/2021,1, $8.99 , $-   ,47571
107244-29356,20/02/2023,1, $21.50 , $-   ,7792
107244-29357,04/11/2023,1, $8.99 , $-   ,26185
107244-29358,11/06/2023,1, $11.99 , $-   ,35746
107244-29359,20/11/2022,1, $11.99 , $-   ,34160
107244-29360,01/07/2021,1, $11.99 , $-   ,49218
107244-29361,30/01/2023,1, $18.50 , $-   ,20767
107244-29362,20/03/2022,1, $11.99 , $-   ,19884
107244-29363,18/04/2021,1, $11.99 , $-   ,31667
107244-29364,13/01/2023,1, $11.99 , $-   ,32704
107244-29365,11/09/2021,1, $11.99 , $-   ,42344
107244-29366,11/01/2023,1, $11.99 , $-   ,22057
107244-29367,01/08/2023,1, $11.99 , $-   ,44531
107244-29368,22/01/2022,1, $11.99 , $-   ,32046
107244-29369,15/02/2023,1, $18.50 , $-   ,39045
107244-29370,04/12/2023,1, $11.99 , $-   ,37379
107244-29371,28/02/2021,1, $11.99 , $-   ,22349
107244-29372,20/06/2023,1, $11.99 , $-   ,12409
107244-29373,12/11/2022,1, $18.50 , $-   ,42869
107244-29374,18/04/2023,1, $11.99 , $-   ,49426
107244-29375,04/10/2021,1, $18.50 , $-   ,33672
107244-29376,02/10/2022,1, $11.99 , $-   ,49399
107244-29377,13/05/2023,1, $8.99 , $-   ,45634
107244-29378,15/06/2022,2, $16.98 , $-   ,3512
107244-29379,17/01/2022,3, $79.97 , $-   ,22957
107244-29380,02/04/2023,2, $32.98 , $-   ,42240
107244-29381,21/12/2023,2, $21.49 , $-   ,32865
107244-29382,30/10/2021,3, $33.99 , $-   ,22257
107244-29383,04/06/2022,2, $45.98 , $-   ,23912
107244-29384,08/02/2023,2, $31.98 , $-   ,35860
107244-29385,21/01/2022,2, $31.98 , $-   ,31375
107244-29386,01/06/2022,2, $17.98 , $-   ,22019
107244-29387,25/10/2023,2, $31.98 , $-   ,50253
107244-29388,07/09/2021,2, $19.00 , $-   ,15599
107244-29389,08/01/2023,2, $19.00 , $-   ,15296
107244-29390,02/10/2022,2, $18.05 , $0.95 ,3275
107244-29391,21/09/2023,3, $28.50 , $-   ,18713
107244-29392,26/05/2022,2, $31.00 , $-   ,37848
107244-29393,26/03/2021,2, $30.49 , $-   ,105
107244-29394,03/06/2022,3, $26.97 , $-   ,8969
107244-29395,29/01/2021,2, $30.49 , $-   ,12129
107244-29396,14/08/2022,2, $20.98 , $-   ,29063
107244-29397,30/08/2022,3, $35.97 , $-   ,10489
107244-29398,02/04/2023,3, $37.97 , $-   ,46259
107244-29399,22/09/2021,3, $28.50 , $-   ,14445
107244-29400,09/04/2023,3, $39.99 , $-   ,52720
107244-29401,21/02/2023,5, $55.48 , $-   ,49055
107244-29402,20/04/2021,4, $59.83 , $2.15 ,7940
107244-29403,03/09/2021,2, $30.49 , $-   ,10419
107244-29684,19/05/2022,1, $14.44 , $2.55 ,29810
107245-29404,12/04/2022,1, $5.99 , $-   ,41602
107245-29405,01/09/2021,1, $7.99 , $-   ,32785
107245-29406,28/10/2021,1, $6.99 , $-   ,37893
107245-29407,24/03/2021,1, $5.99 , $-   ,9721
107245-29408,19/09/2023,1, $5.99 , $-   ,26398
107245-29409,18/01/2023,1, $6.99 , $-   ,38940
107245-29410,31/12/2021,1, $7.99 , $-   ,22011
107245-29411,11/06/2023,2, $17.98 , $-   ,12447
107245-29412,04/10/2023,1, $6.99 , $-   ,36189
107245-29413,08/12/2023,1, $8.99 , $-   ,40734
107245-29414,09/02/2022,1, $8.99 , $-   ,23992
107245-29415,06/08/2021,1, $8.99 , $-   ,19638
107245-29416,16/06/2023,1, $6.99 , $-   ,27902
107245-29417,24/07/2023,2, $17.98 , $-   ,40087
107245-29418,24/04/2021,1, $6.99 , $-   ,41075
107245-29419,07/05/2023,2, $11.98 , $-   ,20002
107245-29420,23/01/2023,1, $5.99 , $-   ,38400
107245-29421,16/12/2021,1, $8.99 , $-   ,7696
107245-29422,22/10/2021,1, $7.99 , $-   ,37050
107245-29423,30/06/2021,1, $5.99 , $-   ,35218
107245-29424,08/07/2023,1, $5.99 , $-   ,30328
107245-29425,01/03/2022,1, $5.99 , $-   ,6408
107245-29426,27/09/2023,1, $5.99 , $-   ,40500
107245-29427,09/02/2022,1, $6.99 , $-   ,431
107245-29428,16/08/2021,1, $5.99 , $-   ,27228
107245-29429,23/06/2022,1, $5.99 , $-   ,28153
107245-29430,09/07/2022,1, $8.99 , $-   ,41319
107245-29431,27/05/2023,1, $8.99 , $-   ,34048
107245-29432,04/02/2021,1, $27.99 , $-   ,2812
107245-29433,07/02/2022,1, $27.99 , $-   ,52339
107245-29434,26/02/2023,1, $8.99 , $-   ,43478
107245-29435,07/01/2023,1, $12.50 , $-   ,32032
107245-29436,02/10/2023,1, $11.71 , $1.75 ,18726
107245-29437,11/02/2022,1, $23.99 , $-   ,31430
107245-29438,12/05/2023,2, $17.98 , $-   ,3466
107245-29439,09/07/2021,1, $8.99 , $-   ,21121
107245-29440,29/09/2023,1, $35.84 , $-   ,11342
107245-29441,29/08/2021,1, $12.50 , $-   ,24685
107245-29442,28/09/2022,1, $27.99 , $-   ,789
107245-29443,18/04/2021,1, $23.99 , $-   ,32602
107245-29444,07/12/2021,2, $17.98 , $-   ,9472
107245-29445,07/06/2022,1, $13.46 , $-   ,17953
107245-29446,16/10/2023,1, $8.99 , $-   ,34648
107245-29447,30/04/2021,1, $8.99 , $-   ,51901
107245-29448,16/02/2021,1, $12.50 , $-   ,27261
107245-29449,22/11/2023,2, $25.00 , $-   ,6026
107245-29450,19/06/2021,1, $16.99 , $-   ,38619
107245-29451,14/07/2021,1, $8.99 , $-   ,26146
107245-29452,21/12/2022,1, $8.99 , $-   ,19354
107245-29453,04/04/2022,1, $8.99 , $-   ,28769
107245-29454,15/01/2023,2, $17.98 , $-   ,25187
107245-29455,05/03/2021,1, $8.99 , $-   ,24379
107245-29456,11/03/2021,1, $8.99 , $-   ,17689
107245-29457,25/10/2021,1, $8.99 , $-   ,5307
107245-29458,22/02/2022,1, $8.99 , $-   ,3842
107245-29459,17/02/2022,2, $17.98 , $-   ,22834
107245-29460,16/10/2021,1, $8.99 , $-   ,35673
107245-29461,18/07/2021,1, $8.99 , $-   ,2666
107245-29462,01/04/2021,1, $8.99 , $-   ,24698
107245-29463,14/05/2021,1, $8.99 , $-   ,23627
107245-29464,19/12/2021,1, $8.99 , $-   ,31929
107245-29465,02/02/2022,1, $8.99 , $-   ,31572
107245-29466,13/12/2023,1, $8.99 , $-   ,42739
107245-29467,24/05/2022,1, $8.99 , $-   ,30988
107245-29468,15/08/2021,1, $8.99 , $-   ,27400
107245-29469,19/02/2022,1, $8.99 , $-   ,51257
107245-29470,21/03/2021,1, $8.99 , $-   ,2628
107245-29471,05/06/2023,1, $8.99 , $-   ,18935
107245-29472,07/11/2021,1, $8.99 , $-   ,43867
107245-29473,24/08/2021,1, $8.99 , $-   ,7097
107245-29474,07/04/2022,1, $8.99 , $-   ,22855
107245-29475,15/12/2023,1, $8.99 , $-   ,45751
107245-29476,14/01/2023,1, $8.99 , $-   ,11606
107245-29477,05/04/2021,1, $8.99 , $-   ,46087
107245-29478,07/08/2021,1, $22.99 , $-   ,37953
107245-29479,09/07/2021,1, $8.99 , $-   ,2654
107245-29480,04/02/2022,1, $22.99 , $-   ,16206
107245-29481,29/08/2021,1, $28.99 , $-   ,28054
107245-29482,31/08/2023,1, $30.99 , $-   ,47338
107245-29483,04/07/2021,1, $32.99 , $-   ,25798
107245-29484,29/06/2023,1, $9.50 , $-   ,45309
107245-29485,09/08/2021,1, $9.50 , $-   ,16522
107245-29486,15/11/2021,1, $9.50 , $-   ,23436
107245-29487,10/12/2023,1, $9.50 , $-   ,27906
107245-29488,24/12/2021,1, $9.50 , $-   ,33377
107245-29489,22/05/2023,1, $9.50 , $-   ,22972
107245-29490,23/12/2023,1, $8.55 , $0.95 ,29753
107245-29491,21/10/2022,2, $19.00 , $-   ,25193
107245-29492,24/03/2022,1, $9.50 , $-   ,35884
107245-29493,03/12/2021,1, $9.50 , $-   ,16282
107245-29494,05/12/2023,1, $9.50 , $-   ,25787
107245-29495,02/05/2023,1, $9.50 , $-   ,34416
107245-29496,21/02/2023,1, $9.50 , $-   ,51300
107245-29497,27/09/2021,1, $9.50 , $-   ,37804
107245-29498,13/11/2022,1, $9.50 , $-   ,35650
107245-29499,07/12/2023,1, $9.50 , $-   ,47285
107245-29500,23/01/2022,1, $9.50 , $-   ,6528
107245-29501,21/11/2022,1, $9.50 , $-   ,36558
107245-29502,10/03/2023,1, $9.50 , $-   ,49173
107245-29503,31/01/2023,1, $9.50 , $-   ,47191
107245-29504,19/03/2022,1, $9.50 , $-   ,51659
107245-29505,03/12/2022,1, $9.50 , $-   ,17897
107245-29506,04/03/2023,1, $8.55 , $0.95 ,22923
107245-29507,20/11/2023,1, $8.99 , $-   ,9983
107245-29508,08/06/2021,1, $21.50 , $-   ,40246
107245-29509,12/12/2022,2, $17.98 , $-   ,50442
107245-29510,07/09/2023,1, $12.50 , $-   ,10727
107245-29511,30/12/2021,1, $21.50 , $-   ,34313
107245-29512,01/10/2021,1, $8.99 , $-   ,36948
107245-29513,25/08/2022,1, $20.43 , $1.08 ,24956
107245-29514,25/11/2021,1, $8.99 , $-   ,36722
107245-29515,07/02/2021,1, $8.99 , $-   ,18674
107245-29516,19/12/2021,1, $8.99 , $-   ,5616
107245-29517,18/08/2022,1, $8.99 , $-   ,28070
107245-29518,23/04/2022,1, $21.50 , $-   ,46309
107245-29519,22/01/2021,2, $43.00 , $-   ,52000
107245-29520,18/03/2021,1, $8.99 , $-   ,9041
107245-29521,14/11/2023,1, $8.99 , $-   ,32604
107245-29522,02/03/2022,1, $12.50 , $-   ,8383
107245-29523,29/08/2021,2, $25.00 , $-   ,1807
107245-29524,20/11/2022,1, $21.50 , $-   ,39939
107245-29525,08/11/2022,1, $21.50 , $-   ,30444
107245-29526,06/04/2022,1, $20.43 , $1.08 ,38575
107245-29527,10/09/2021,1, $21.50 , $-   ,4823
107245-29528,24/11/2022,1, $8.99 , $-   ,19743
107245-29529,24/10/2023,1, $20.43 , $1.08 ,11368
107245-29530,28/04/2021,1, $23.99 , $-   ,5133
107245-29531,11/06/2022,1, $21.50 , $-   ,51850
107245-29532,31/01/2021,1, $12.50 , $-   ,48300
107245-29533,07/05/2021,1, $12.50 , $-   ,25489
107245-29534,09/04/2023,1, $8.99 , $-   ,17828
107245-29535,07/05/2022,1, $8.99 , $-   ,15806
107245-29536,06/10/2023,1, $8.99 , $-   ,30699
107245-29537,05/09/2022,1, $21.50 , $-   ,12415
107245-29538,19/06/2021,1, $8.99 , $-   ,5738
107245-29539,07/11/2023,1, $21.50 , $-   ,37147
107245-29540,09/06/2022,1, $12.50 , $-   ,19751
107245-29541,27/04/2023,1, $8.99 , $-   ,1482
107245-29542,11/01/2022,1, $20.43 , $1.08 ,16580
107245-29543,23/05/2023,1, $21.50 , $-   ,24473
107245-29544,29/03/2022,1, $21.50 , $-   ,26113
107245-29545,21/12/2023,1, $8.99 , $-   ,16520
107245-29546,26/10/2021,1, $8.99 , $-   ,1504
107245-29547,27/05/2021,1, $21.50 , $-   ,6855
107245-29548,28/05/2022,1, $8.99 , $-   ,32044
107245-29549,06/07/2021,1, $8.99 , $-   ,24247
107245-29550,20/10/2022,1, $21.50 , $-   ,7306
107245-29551,20/04/2022,1, $8.99 , $-   ,50054
107245-29552,17/10/2023,1, $8.99 , $-   ,40178
107245-29553,17/02/2023,1, $20.43 , $1.08 ,2224
107245-29555,24/03/2023,2, $43.00 , $-   ,43814
107245-29556,05/12/2022,1, $8.99 , $-   ,33789
107245-29557,20/01/2023,1, $8.99 , $-   ,13043
107245-29558,23/11/2022,1, $21.50 , $-   ,52021
107245-29559,15/01/2022,1, $12.50 , $-   ,3636
107245-29560,01/09/2022,1, $21.50 , $-   ,17120
107245-29561,15/10/2021,1, $21.50 , $-   ,28959
107245-29562,03/07/2023,1, $8.99 , $-   ,46081
107245-29563,18/11/2022,1, $8.99 , $-   ,40405
107245-29564,08/05/2023,1, $8.99 , $-   ,44625
107245-29565,06/09/2021,1, $12.50 , $-   ,28032
107245-29566,25/01/2022,1, $8.99 , $-   ,7689
107245-29568,15/07/2021,1, $21.50 , $-   ,25919
107245-29569,08/05/2023,1, $8.99 , $-   ,842
107245-29570,08/07/2021,1, $8.99 , $-   ,43652
107245-29571,02/11/2022,1, $8.99 , $-   ,49106
107245-29572,16/12/2022,1, $21.50 , $-   ,6920
107245-29573,14/01/2021,2, $43.00 , $-   ,6075
107245-29574,15/10/2021,1, $8.99 , $-   ,8294
107245-29575,16/02/2023,2, $17.98 , $-   ,41621
107245-29576,14/06/2023,1, $8.99 , $-   ,16916
107245-29577,18/07/2022,1, $8.99 , $-   ,32953
107245-29578,09/02/2023,1, $8.99 , $-   ,45770
107245-29579,26/08/2022,1, $8.99 , $-   ,11191
107245-29580,26/08/2022,1, $21.50 , $-   ,49232
107245-29581,30/08/2023,1, $23.99 , $-   ,27943
107245-29582,23/05/2022,1, $8.99 , $-   ,16230
107245-29583,18/09/2023,1, $20.43 , $1.08 ,37720
107245-29584,28/07/2021,1, $21.50 , $-   ,36968
107245-29585,26/06/2021,1, $8.99 , $-   ,12955
107245-29586,11/01/2023,1, $21.50 , $-   ,36553
107245-29587,01/03/2022,2, $17.98 , $-   ,35863
107245-29588,05/10/2022,1, $21.50 , $-   ,21248
107245-29589,30/09/2022,1, $8.99 , $-   ,4483
107245-29590,13/10/2022,1, $21.50 , $-   ,29592
107245-29591,12/10/2022,1, $8.99 , $-   ,35307
107245-29592,01/02/2021,1, $8.99 , $-   ,41566
107245-29593,23/09/2022,1, $21.50 , $-   ,52218
107245-29594,07/09/2023,2, $43.00 , $-   ,5774
107245-29595,05/03/2023,1, $18.50 , $-   ,44893
107245-29596,10/08/2023,1, $11.99 , $-   ,909
107245-29597,03/04/2023,1, $11.99 , $-   ,10332
107245-29598,26/05/2023,1, $11.99 , $-   ,49592
107245-29599,04/11/2023,1, $11.99 , $-   ,37426
107245-29600,14/02/2022,1, $18.50 , $-   ,42243
107245-29601,22/11/2022,1, $11.99 , $-   ,18632
107245-29602,13/01/2023,1, $11.99 , $-   ,7658
107245-29603,08/04/2022,1, $11.99 , $-   ,3034
107245-29604,12/06/2023,1, $11.99 , $-   ,16798
107245-29605,04/02/2023,1, $11.99 , $-   ,26459
107245-29606,31/05/2022,1, $11.99 , $-   ,32626
107245-29607,26/10/2022,1, $11.99 , $-   ,31812
107245-29608,25/11/2022,1, $11.99 , $-   ,17697
107245-29609,17/04/2023,1, $11.99 , $-   ,36909
107245-29610,03/08/2022,3, $17.97 , $-   ,14451
107245-29611,05/05/2022,2, $12.98 , $-   ,9467
107245-29612,28/07/2022,2, $25.00 , $-   ,14911
107245-29613,17/03/2021,2, $25.96 , $-   ,9890
107245-29614,07/01/2022,2, $17.98 , $-   ,36741
107245-29615,30/06/2023,3, $26.97 , $-   ,49511
107245-29616,29/04/2022,3, $26.97 , $-   ,26462
107245-29617,19/12/2023,2, $31.98 , $-   ,35296
107245-29618,03/10/2023,2, $17.98 , $-   ,19602
107245-29619,15/01/2022,2, $19.00 , $-   ,49052
107245-29620,01/12/2023,2, $19.00 , $-   ,9856
107245-29621,19/07/2022,3, $27.48 , $-   ,19869
107245-29622,05/03/2023,2, $30.49 , $-   ,37967
107245-29623,29/09/2021,2, $34.00 , $-   ,4403
107245-29624,29/12/2023,2, $17.98 , $-   ,24796
107245-29625,06/09/2021,2, $43.00 , $-   ,683
107245-29626,25/06/2021,2, $30.49 , $-   ,13066
107245-29627,28/01/2022,2, $17.98 , $-   ,50365
107245-29628,30/10/2021,2, $33.49 , $-   ,3080
107245-29629,08/08/2023,3, $31.48 , $-   ,41094
107245-29630,22/11/2023,4, $63.96 , $-   ,51249
107245-29631,24/01/2021,4, $48.98 , $-   ,3705
107245-29632,13/07/2021,3, $43.50 , $-   ,14685
107246-29633,09/07/2023,1, $5.99 , $-   ,49824
107246-29634,26/07/2022,2, $11.98 , $-   ,13313
107246-29635,30/07/2022,1, $5.99 , $-   ,40536
107246-29636,16/07/2022,1, $5.99 , $-   ,4940
107246-29637,17/06/2022,1, $8.99 , $-   ,6035
107246-29638,25/05/2022,1, $5.99 , $-   ,47186
107246-29639,17/03/2022,1, $5.99 , $-   ,30654
107246-29640,06/11/2022,1, $7.99 , $-   ,50389
107246-29641,24/11/2021,2, $11.98 , $-   ,43275
107246-29642,13/07/2022,1, $7.99 , $-   ,17832
107246-29643,30/01/2023,1, $5.99 , $-   ,47308
107246-29644,16/03/2021,1, $5.99 , $-   ,18231
107246-29645,07/02/2022,1, $8.99 , $-   ,53197
107246-29646,24/03/2023,1, $5.99 , $-   ,52484
107246-29647,07/11/2021,1, $8.99 , $-   ,4355
107246-29648,28/10/2022,1, $5.99 , $-   ,17181
107246-29649,17/02/2022,2, $10.42 , $1.56 ,9641
107246-29650,17/09/2023,1, $6.99 , $-   ,19576
107246-29651,16/07/2022,1, $8.99 , $-   ,50016
107246-29652,21/12/2023,1, $5.99 , $-   ,17764
107246-29653,09/08/2022,1, $5.99 , $-   ,4483
107246-29654,07/07/2023,1, $7.99 , $-   ,7396
107246-29655,27/12/2023,1, $7.99 , $-   ,41964
107246-29656,16/01/2022,1, $6.99 , $-   ,9883
107246-29657,25/08/2021,1, $23.99 , $-   ,5836
107246-29658,24/03/2023,1, $8.99 , $-   ,10063
107246-29659,20/01/2023,1, $12.50 , $-   ,16763
107246-29660,08/11/2021,1, $23.99 , $-   ,18902
107246-29661,31/10/2022,1, $12.50 , $-   ,49727
107246-29662,20/08/2021,1, $27.99 , $-   ,25433
107246-29663,06/07/2023,1, $12.50 , $-   ,51073
107246-29664,21/11/2023,1, $12.50 , $-   ,3400
107246-29665,22/01/2022,1, $12.50 , $-   ,32085
107246-29666,18/12/2022,2, $25.00 , $-   ,53138
107246-29667,14/05/2021,1, $12.50 , $-   ,25922
107246-29668,13/10/2022,2, $17.98 , $-   ,6115
107246-29669,20/12/2023,1, $23.99 , $-   ,21163
107246-29670,03/01/2022,1, $13.46 , $-   ,12160
107246-29671,10/01/2021,1, $12.50 , $-   ,6558
107246-29672,08/06/2022,1, $13.46 , $-   ,38837
107246-29673,18/08/2021,2, $47.98 , $-   ,34631
107246-29674,02/08/2021,1, $12.50 , $-   ,23815
107246-29675,11/02/2023,1, $8.99 , $-   ,39140
107246-29676,13/04/2021,1, $12.50 , $-   ,44188
107246-29677,21/08/2022,1, $12.50 , $-   ,20632
107246-29678,26/12/2023,1, $27.99 , $-   ,29642
107246-29679,03/08/2022,1, $8.99 , $-   ,51961
107246-29680,08/12/2023,1, $35.84 , $-   ,25924
107246-29681,24/08/2021,1, $8.99 , $-   ,13437
107246-29682,14/12/2022,1, $35.84 , $-   ,41239
107246-29683,08/02/2021,1, $16.99 , $-   ,49279
107246-29685,28/12/2023,1, $8.99 , $-   ,16862
107246-29686,26/04/2022,1, $8.99 , $-   ,22515
107246-29687,25/05/2022,1, $8.99 , $-   ,17536
107246-29688,20/12/2023,1, $8.99 , $-   ,51563
107246-29689,26/09/2023,1, $8.99 , $-   ,5969
107246-29690,10/08/2023,1, $8.99 , $-   ,42963
107246-29691,12/11/2021,1, $8.99 , $-   ,48238
107246-29692,20/09/2021,1, $8.99 , $-   ,23870
107246-29693,11/03/2023,1, $22.99 , $-   ,18864
107246-29694,08/05/2021,1, $8.99 , $-   ,42777
107246-29695,17/01/2021,1, $8.99 , $-   ,12326
107246-29696,17/12/2023,2, $17.98 , $-   ,11154
107246-29697,09/05/2021,1, $8.99 , $-   ,29675
107246-29698,03/10/2023,1, $8.99 , $-   ,26214
107246-29699,23/08/2022,1, $8.99 , $-   ,34703
107246-29700,16/06/2021,1, $8.99 , $-   ,46446
107246-29701,02/03/2021,1, $8.99 , $-   ,17761
107246-29702,11/08/2022,1, $8.99 , $-   ,39794
107246-29703,09/11/2022,1, $8.99 , $-   ,2311
107246-29704,15/02/2021,1, $8.99 , $-   ,53283
107246-29705,20/10/2023,1, $22.99 , $-   ,30249
107246-29706,20/10/2021,1, $8.99 , $-   ,51624
107246-29707,19/02/2023,1, $8.99 , $-   ,26621
107246-29708,03/12/2022,1, $22.99 , $-   ,4383
107246-29709,15/10/2023,1, $8.99 , $-   ,40263
107246-29710,19/09/2022,1, $8.99 , $-   ,7757
107246-29711,22/04/2022,1, $8.99 , $-   ,22244
107246-29712,31/10/2022,1, $8.99 , $-   ,10620
107246-29713,20/09/2023,1, $8.99 , $-   ,3655
107246-29714,07/12/2022,1, $8.99 , $-   ,2685
107246-29715,08/05/2022,1, $8.99 , $-   ,5908
107246-29716,19/02/2021,1, $22.99 , $-   ,36359
107246-29717,16/02/2023,1, $8.99 , $-   ,21486
107246-29718,27/08/2022,1, $8.99 , $-   ,26486
107246-29719,08/02/2023,1, $15.99 , $-   ,16373
107246-29720,30/09/2022,1, $9.50 , $-   ,28717
